🕘️公告,#genre#
深圳卫视4K,https://livepull-tcms.sztv.com.cn/live/sz4Kpgm.m3u8
湖北经视,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444588
湖北生活,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000517
湖北影视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000518
湖北教育,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000519
湖北公共,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444582
湖北综合,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444593
武汉新闻综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000429
武汉电视剧,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000430
武汉文体,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000431
武汉科技生活,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000632
武汉教育,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000369
CHC家庭影院,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000522   
CHC动作电影,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000523
CHC高清电影,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000539
健身,https://i.uik.cc/view.php/e88fd95f75bd9c600fd335b518c82d02.mp4
健身,https://i.uik.cc/view.php/e88fd95f75bd9c600fd335b518c82d02.mp4
健身,https://i.uik.cc/view.php/e88fd95f75bd9c600fd335b518c82d02.mp4
健身,https://i.uik.cc/view.php/e88fd95f75bd9c600fd335b518c82d02.mp4

📺咪咕频道,#genre#
CCTV1,http://go.bkpcp.top/mg/cctv1 
CCTV2,http://go.bkpcp.top/mg/cctv2 
CCTV3,http://go.bkpcp.top/mg/cctv3 
CCTV4,http://go.bkpcp.top/mg/cctv4 
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p 
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7 
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10 
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12 
CCTV13,http://go.bkpcp.top/mg/cctv13 
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17 
CCTV4-欧洲,http://go.bkpcp.top/mg/cctv4o
CCTV4-美洲,http://go.bkpcp.top/mg/cctv4m
CGTN-西,http://go.bkpcp.top/mg/cgtne 
CGTN-阿,http://go.bkpcp.top/mg/cgtna 
CGTN-法,http://go.bkpcp.top/mg/cgtnf 
北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws 
江苏卫视,http://go.bkpcp.top/mg/jsws 
湖南卫视,http://go.bkpcp.top/mg/hunws 
广东卫视,http://go.bkpcp.top/mg/gdws 
深圳卫视4k,http://go.bkpcp.top/mg/szws 
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws 
湖北卫视,http://go.bkpcp.top/mg/hubws 
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws 
兵团卫视,http://go.bkpcp.top/mg/btws 
黑龙江视,http://go.bkpcp.top/mg/hljws 
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
4K超高清,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.249:8001
淘电影,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.250:8001
淘剧场,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.95:8001
淘娱乐,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.100:8001
淘Baby,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.238:8001

📡央卫频道,#genre#
凤凰中文,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$广西/北海/联通
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰影视,http://221.7.175.154:8445/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://221.7.175.154:8445/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://221.7.175.154:8445/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://171.118.160.38:9003/hls/4/index.m3u8
CCTV5,http://221.7.175.154:8445/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://221.7.175.154:8445/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://221.7.175.154:8445/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://221.7.175.154:8445/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://221.7.175.154:8445/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://221.7.175.154:8445/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://221.7.175.154:8445/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://171.118.160.38:9003/hls/12/index.m3u8
CCTV12,http://221.7.175.154:8445/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.7.175.154:8445/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://221.7.175.154:8445/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://171.118.160.38:9003/hls/16/index.m3u8
CCTV16,http://171.118.160.38:9003/hls/17/index.m3u8
CCTV17,http://221.7.175.154:8445/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://221.7.175.154:8445/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://171.118.160.38:9003/hls/35/index.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$浙江官方  
北京卫视,http://171.118.160.38:9003/hls/20/index.m3u8
深圳卫视,http://221.7.175.154:8445/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://171.118.160.38:9003/hls/23/index.m3u8
河南卫视,http://221.7.175.154:8445/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://221.7.175.154:8445/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://221.7.175.154:8445/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://221.7.175.154:8445/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://221.7.175.154:8445/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://221.7.175.154:8445/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://221.7.175.154:8445/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://221.7.175.154:8445/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://221.7.175.154:8445/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://221.7.175.154:8445/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://221.7.175.154:8445/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://221.7.175.154:8445/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://221.7.175.154:8445/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://221.7.175.154:8445/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://221.7.175.154:8445/tsfile/live/0113_2.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://221.7.175.154:8445/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://221.7.175.154:8445/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷卡通,http://221.7.175.154:8445/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://221.7.175.154:8445/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://221.7.175.154:8445/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0

📡央卫超清,#genre#
CCTV1-综合,http://123.159.126.196:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://123.159.126.196:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://123.159.126.196:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://123.159.126.196:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://123.159.126.196:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://123.159.126.196:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://123.159.126.196:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://123.159.126.196:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://123.159.126.196:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://123.159.126.196:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://123.159.126.196:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://123.159.126.196:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://123.159.126.196:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://123.159.126.196:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://123.159.126.196:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://123.159.126.196:85/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://123.159.126.196:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.159.126.196:85/tsfile/live/0119_2.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://123.159.126.196:85/tsfile/live/0108_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://123.159.126.196:85/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://123.159.126.196:85/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://123.159.126.196:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://123.159.126.196:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://123.159.126.196:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://123.159.126.196:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://123.159.126.196:85/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://123.159.126.196:85/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://123.159.126.196:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://123.159.126.196:85/tsfile/live/0005_2.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://123.159.126.196:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://123.159.126.196:85/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://123.159.126.196:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://123.159.126.196:85/tsfile/live/0139_2.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://123.159.126.196:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://123.159.126.196:85/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://123.159.126.196:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://123.159.126.196:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://123.159.126.196:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://123.159.126.196:85/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://123.159.126.196:85/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
浙江新闻,http://123.159.126.196:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
钱江频道,http://123.159.126.196:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
经济生活,http://123.159.126.196:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
科教影视,http://123.159.126.196:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
浙江少儿,http://123.159.126.196:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
民生休闲,http://123.159.126.196:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
杭州综合,http://123.159.126.196:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
西湖明珠,http://123.159.126.196:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
杭州生活,http://123.159.126.196:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
杭州影视,http://123.159.126.196:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0

📡地方频道,#genre#
💚黑龙江新闻,http://112.99.193.34:9901/tsfile/live/1024_1.m3u8$黑龙江电信
黑龙江影视,http://112.99.193.34:9901/tsfile/live/1020_1.m3u8$黑龙江电信
黑龙江文体,http://112.99.193.34:9901/tsfile/live/1022_1.m3u8$黑龙江电信
黑龙江都市,http://112.99.193.34:9901/tsfile/live/1023_1.m3u8$黑龙江电信
黑龙江少儿,http://112.99.193.34:9901/tsfile/live/1026_1.m3u8$黑龙江电信

💚黑龙江新闻,http://218.8.87.96:4000/udp/229.58.190.16:5000$黑龙江联通
黑龙江影视,http://218.8.87.96:4000/udp/229.58.190.14:5000$黑龙江联通
黑龙江文体,http://218.8.87.96:4000/udp/229.58.190.30:5000$黑龙江联通
黑龙江少儿,http://218.8.87.96:4000/udp/229.58.190.39:5000$黑龙江联通
黑龙江农业,http://218.8.87.96:4000/udp/229.58.190.7:5000$黑龙江联通
黑龙江都市,http://218.8.87.96:4000/udp/229.58.190.34:5000$黑龙江联通

💚黑龙江新闻,http://111.43.126.240:9003/hls/10/index.m3u8$黑龙江移动
黑龙江都市,http://111.43.126.240:9003/hls/9/index.m3u8$黑龙江移动
黑龙江影视,http://111.43.126.240:9003/hls/7/index.m3u8$黑龙江移动
黑龙江公共,http://111.43.126.240:9003/hls/11/index.m3u8$黑龙江移动
黑龙江少儿,http://111.43.126.240:9003/hls/12/index.m3u8$黑龙江移动
哈尔滨新闻,http://111.43.126.240:9003/hls/1/index.m3u8$黑龙江移动
哈尔滨影视,http://111.43.126.240:9003/hls/5/index.m3u8$黑龙江移动
哈尔滨生活,http://111.43.126.240:9003/hls/3/index.m3u8$黑龙江移动

💚黑龙江新闻,https://idclive.hljtv.com:4430/live/hljxw_hd.m3u8$内置解码线路
黑龙江文体,https://idclive.hljtv.com:4430/live/hljwy_hd.m3u8$内置解码线路
黑龙江都市,https://idclive.hljtv.com:4430/live/dushi_hd.m3u8$内置解码线路
黑龙江农业,https://idclive.hljtv.com:4430/live/hljgg_hd.m3u8$内置解码线路

💚吉林都市,http://58.245.255.38:9999/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林综艺,http://58.245.255.38:9999/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林影视,http://58.245.255.38:9999/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林生活,http://58.245.255.38:9999/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林乡村,http://58.245.255.38:9999/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
长影频道,http://58.245.255.38:9999/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林教育,http://58.245.255.38:9999/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
延边卫视,http://58.245.255.38:9999/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
松原,http://58.245.255.38:9999/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
松原公共,http://58.245.255.38:9999/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通

💚吉林都市,http://119.51.54.53:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林影视,http://119.51.54.53:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林生活,http://119.51.54.53:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
长影频道,http://119.51.54.53:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林综艺,http://119.51.54.53:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通

💚辽宁影视,http://39.152.170.32:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$辽宁移动
辽宁北方,http://39.152.170.32:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$辽宁移动
辽宁体育,http://39.152.170.32:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$辽宁移动
辽宁都市,http://39.152.170.32:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$辽宁移动

💚河南卫视,http://49.235.65.250:600/henan/henan.php?id=hnws
河南新闻,http://49.235.65.250:600/henan/henan.php?id=hnxw
河南都市,http://49.235.65.250:600/henan/henan.php?id=hnds
河南民生,http://49.235.65.250:600/henan/henan.php?id=hnms
河南公共,http://49.235.65.250:600/henan/henan.php?id=hngg
河南梨园,http://49.235.65.250:600/henan/henan.php?id=hnly
河南法治,http://49.235.65.250:600/henan/henan.php?id=hmfz
河南电视剧,http://49.235.65.250:600/henan/henan.php?id=hndsj
武术世界,http://49.235.65.250:600/henan/henan.php?id=wspd
文物宝库,http://49.235.65.250:600/henan/henan.php?id=wwbk
睛彩中原,http://49.235.65.250:600/henan/henan.php?id=jczy
移动戏曲,http://49.235.65.250:600/henan/henan.php?id=ydxj
大象视界,http://49.235.65.250:600/henan/henan.php?id=xsj
欢腾购物,http://49.235.65.250:600/henan/henan.php?id=htgw
郑州综合,http://49.235.65.250:600/henan/henan.php?id=zz1
开封综合,http://49.235.65.250:600/henan/henan.php?id=kf1
洛阳综合,http://49.235.65.250:600/henan/henan.php?id=ly1
安阳综合,http://49.235.65.250:600/henan/henan.php?id=ay1
鹤壁综合,http://49.235.65.250:600/henan/henan.php?id=hb1
新乡综合,http://49.235.65.250:600/henan/henan.php?id=xx1
焦作综合,http://49.235.65.250:600/henan/henan.php?id=jz1
濮阳综合,http://49.235.65.250:600/henan/henan.php?id=py1
许昌综合,http://49.235.65.250:600/henan/henan.php?id=xc1
漯河综合,http://49.235.65.250:600/henan/henan.php?id=lh1
南阳综合,http://49.235.65.250:600/henan/henan.php?id=ny1
商丘综合,http://49.235.65.250:600/henan/henan.php?id=sq1
信阳综合,http://49.235.65.250:600/henan/henan.php?id=xy1
周口综合,http://49.235.65.250:600/henan/henan.php?id=zk1
济源综合,http://49.235.65.250:600/henan/henan.php?id=jy1
平顶山综合,http://49.235.65.250:600/henan/henan.php?id=pds1
三门峡综合,http://49.235.65.250:600/henan/henan.php?id=smx1
驻马店综合,http://49.235.65.250:600/henan/henan.php?id=zmd1

💚河北经济,http://111.61.101.141:199/hls/77/index.m3u8$河北移动 
河北都市,http://111.61.101.141:199/hls/78/index.m3u8$河北移动  
河北影视,http://111.61.101.141:199/hls/79/index.m3u8$河北移动 
河北少儿科教,http://111.61.101.141:199/hls/80/index.m3u8$河北移动  
河北公共,http://111.61.101.141:199/hls/81/index.m3u8$河北移动  
河北农民,http://111.61.101.141:199/hls/82/index.m3u8$河北移动  
保定新闻综合,http://111.61.101.141:199/hls/83/index.m3u8$河北保定移动  
保定经济生活,http://111.61.101.141:199/hls/84/index.m3u8$河北保定移动  
保定文化娱乐,http://111.61.101.141:199/hls/85/index.m3u8$河北保定移动  

💚河北经济,http://110.253.51.62:8686/rtp/239.253.92.171:6001$河北联通
河北都市,http://110.253.51.62:8686/rtp/239.253.92.172:6002$河北联通
河北影视,http://110.253.51.62:8686/rtp/239.253.92.173:6003$河北联通
河北少儿科教,http://110.253.51.62:8686/rtp/239.253.92.174:6004$河北联通
河北公共,http://110.253.51.62:8686/rtp/239.253.92.175:6005$河北联通
河北农民,http://110.253.51.62:8686/rtp/239.253.92.176:6006$河北联通
睛彩河北,http://110.255.26.128:8088/rtp/239.253.92.104:6221$河北联通
石家庄新闻,http://110.255.26.128:8088/rtp/239.253.92.149:6035$河北联通
石家庄娱乐,http://110.255.26.128:8088/rtp/239.253.92.93:8120$河北联通
石家庄生活,http://110.255.26.128:8088/rtp/239.253.92.94:8121$河北联通
  
💚山东新闻,http://58.58.111.222:808/hls/63/index.m3u8?key=txiptv$山东电信
山东少儿,http://58.58.111.222:808/hls/65/index.m3u8?key=txiptv$山东电信
山东卫视,http://58.58.111.222:808/hls/57/index.m3u8?key=txiptv$山东电信
山东齐鲁,http://58.58.111.222:808/hls/58/index.m3u8?key=txiptv$山东电信
山东综艺,http://58.58.111.222:808/hls/61/index.m3u8?key=txiptv$山东电信
山东生活,http://58.58.111.222:808/hls/60/index.m3u8?key=txiptv$山东电信
山东农科,http://58.58.111.222:808/hls/64/index.m3u8?key=txiptv$山东电信
山东教育,http://58.58.111.222:808/hls/67/index.m3u8?key=txiptv$山东电信
山东体育,http://58.58.111.222:808/hls/62/index.m3u8?key=txiptv$山东电信
教育卫视,http://58.58.111.222:808/hls/67/index.m3u8?0$山东电信

💚山东新闻,http://123.235.211.116:4001/udp/239.253.254.23:8000$山东联通
山东教育,http://123.235.211.116:4001/udp/239.253.254.59:8000$山东联通
山东农科,http://123.235.211.116:4001/udp/239.253.254.24:8000$山东联通
山东齐鲁,http://123.235.211.116:4001/udp/239.253.254.114:8000$山东联通
山东少儿,http://123.235.211.116:4001/udp/239.253.254.25:8000$山东联通
山东生活,http://123.235.211.116:4001/udp/239.253.254.151:8000$山东联通
山东体育,http://123.235.211.116:4001/udp/239.253.254.22:8000$山东联通
山东卫视,http://123.235.211.116:4001/udp/239.253.254.78:8000$山东联通
山东文旅,http://123.235.211.116:4001/udp/239.253.254.160:8000$山东联通
山东综艺,http://123.235.211.116:4001/udp/239.253.254.159:8000$山东联通

💚山西影视,http://171.118.162.48:9003/hls/51/index.m3u8
山西经济与科技,http://171.118.162.48:9003/hls/52/index.m3u8
山西社会与法制,http://171.118.162.48:9003/hls/53/index.m3u8
山西文体生活,http://171.118.162.48:9003/hls/54/index.m3u8
山西黄河,http://171.118.162.48:9003/hls/55/index.m3u8

💚山西影视,http://123.174.106.183:8888/udp/239.1.1.4:8004$山西电信
山西社会与法治,http://123.174.106.183:8888/udp/239.1.1.5:8005$山西电信
山西文体生活,http://123.174.106.183:8888/udp/239.1.1.6:8006$山西电信
山西黄河,http://123.174.106.183:8888/udp/239.1.1.2:8002$山西电信
山西经济与科技,http://123.174.106.183:8888/udp/239.1.1.3:8003$山西电信

💚山西影视,http://home.yulei.online:9999/rtp/226.0.2.237:9808$山西联通
山西黄河,http://home.yulei.online:9999/rtp/226.0.2.235:9792$山西联通
山西经济与科技,http://home.yulei.online:9999/rtp/226.0.2.236:9800$山西联通
山西社会与法治,http://home.yulei.online:9999/rtp/226.0.2.238:9816$山西联通
山西文体生活,http://home.yulei.online:9999/rtp/226.0.2.16:8040$山西联通

💚陕西卫视,http://112.46.105.20:8009/hls/17/index.m3u8$陕西移动
陕西一套,http://112.46.105.20:8009/hls/18/index.m3u8$陕西移动   
陕西二套,http://112.46.105.20:8009/hls/19/index.m3u8$陕西移动
陕西三套,http://112.46.105.20:8009/hls/20/index.m3u8$陕西移动
