茂哥直播,#genre#
CCTV-5⁺体育赛事,http://58.221.214.82:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5⁺体育赛事,http://221.2.148.205:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5⁺体育赛事,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6电影,http://110.180.148.5:8933/udp/239.1.1.13:8013
CCTV-6电影,http://89922050.xyz:61201/udp/239.1.1.13:8013
CCTV-6电影,http://qwt.zhibotv.top:2016/%E5%85%A8%E7%BD%91%E9%80%9A.php?id=CCTV6
CCTV-6电影,http://61.156.228.12:8154/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6电影,http://111.9.163.109:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6电影,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6电影,http://fxgm.fxjf.work:19901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7国防军事,http://110.180.148.5:8933/udp/239.1.1.14:8014
CCTV-7国防军事,http://lanyue168.cn:61201/udp/239.1.1.14:8014
CCTV-7国防军事,http://dxf.us.kg:61201/udp/239.1.1.14:8014
CCTV-7国防军事,http://89922050.xyz:61201/udp/239.1.1.13:8014
CCTV-7国防军事,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV-7国防军事,http://111.227.196.164:9901/tsfile/live/faacts/0007_1.m3u8
CCTV-7国防军事,http://111.43.126.240:9003/hls/20/index.m3u8
CCTV-7国防军事,http://fxgm.fxjf.work:19901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://42.225.117.174:11199/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://113.25.252.226:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8电视剧,http://89922050.xyz:61201/udp/239.1.1.15:8015
CCTV-8电视剧,http://110.180.148.5:8933/udp/239.1.1.15:8015
CCTV-8电视剧,http://dxf.us.kg:61201/udp/239.1.1.15:8015
CCTV-8电视剧,http://www.lanyue168.cn:61201/udp/239.1.1.15:8015
CCTV-8电视剧,http://111.43.126.240:9003/hls/21/index.m3u8
CCTV-8电视剧,http://qwt.zhibotv.top:2016/%E5%85%A8%E7%BD%91%E9%80%9A.php?id=CCTV8
CCTV-8电视剧,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8电视剧,http://183.237.95.108:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8电视剧,http://61.156.228.12:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8电视剧,http://fxgm.fxjf.work:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8电视剧,http://111.9.163.109:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8电视剧,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9纪录,http://110.180.148.5:8933/udp/239.1.1.16:8016
CCTV-9纪录,http://89922050.xyz:61201/udp/239.1.1.16:8016
CCTV-9纪录,http://www.lanyue168.cn:61201/udp/239.1.1.16:8016
CCTV-9纪录,http://111.43.126.240:9003/hls/22/index.m3u8
CCTV-9纪录,http://58.17.48.228:808/hls/9/index.m3u8
CCTV-9纪录,http://218.104.239.114:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9纪录,http://fxgm.fxjf.work:19901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9纪录,http://124.128.73.58:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9纪录,http://42.225.117.174:11199/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9纪录,http://61.156.228.12:8154/tsfile/live/0009_1.m3u8
CCTV-9纪录,http://218.89.240.144:59901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://110.180.148.5:8933/udp/239.1.1.17:8017
CCTV-10科教,http://89922050.xyz:61201/udp/239.1.1.13:8017
CCTV-10科教,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://61.156.228.12:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://218.89.240.144:59901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://183.237.95.108:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10科教,http://42.225.117.174:11199/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://fxgm.fxjf.work:19901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://183.223.157.123:85/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-11戏曲,http://110.180.148.5:8933/udp/239.1.1.18:8018
CCTV-11戏曲,http://89922050.xyz:61201/udp/239.1.1.18:8018
CCTV-11戏曲,http://www.lanyue168.cn:61201/udp/239.1.1.18:8018
CCTV-11戏曲,http://ak6668768.zicp.io:8810/live1011.m3u8
CCTV-11戏曲,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,sop://api/migu.php?id=667987558
CCTV-11戏曲,http://183.237.95.108:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11戏曲,http://61.156.228.12:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,http://221.2.148.205:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,http://120.238.94.10:9901/tsfile/live/1029_1.m3u8
CCTV-11戏曲,vjms://23.237.115.18:8500:3502/live/cid=463
CCTV-11戏曲,http://fxgm.fxjf.work:19901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12社会与法,http://110.180.148.5:8933/udp/239.1.1.19:8019
CCTV-12社会与法,http://89922050.xyz:61201/udp/239.1.1.19:8019
CCTV-12社会与法,http://www.lanyue168.cn:61201/udp/239.1.1.19:8019
CCTV-12社会与法,http://dxf.us.kg:61201/udp/239.1.1.19:8019
CCTV-12社会与法,http://lanyue168.cn:61201/udp/239.1.1.19:8019
CCTV-12社会与法,http://111.227.196.164:9901/tsfile/live/faacts/0012_1.m3u8
CCTV-12社会与法,http://111.43.126.240:9003/hls/25/index.m3u8
CCTV-12社会与法,http://183.223.157.123:85/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-12社会与法,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12社会与法,http://42.225.117.174:11199/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12社会与法,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12社会与法,http://58.243.224.242:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12社会与法,http://113.25.252.226:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13新闻,http://89922050.xyz:61201/udp/239.1.1.20:8020
CCTV-13新闻,http://110.180.148.5:8933/udp/239.1.1.20:8020
CCTV-13新闻,http://www.lanyue168.cn:61201/udp/239.1.1.20:8020
CCTV-13新闻,https://stream1.freetv.fun/45f42d1a050cf53e2d50d82e9c5091876cc2c2a46d16ada78a48b171e214bba7.m3u8
CCTV-13新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV-13新闻,http://dxf.us.kg:61201/udp/239.1.1.20:8020
CCTV-13新闻,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13新闻,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13新闻,http://218.89.240.144:59901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13新闻,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13新闻,http://221.2.148.205:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13新闻,http://fxgm.fxjf.work:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://110.180.148.5:8933/udp/239.1.1.21:8021
CCTV-14少儿,http://89922050.xyz:61201/udp/239.1.1.13:8021
CCTV-14少儿,http://111.43.126.240:9003/hls/27/index.m3u8
CCTV-14少儿,http://111.227.196.164:9901/tsfile/live/faacts/0014_1.m3u8
CCTV-14少儿,http://221.2.148.205:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://183.237.95.108:9901/tsfile/live/1096_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14少儿,http://42.225.117.174:11199/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://124.128.73.58:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://218.89.240.144:59901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://61.156.228.12:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15音乐,http://110.180.148.5:8933/udp/239.1.1.22:8022
CCTV-15音乐,http://89922050.xyz:61201/udp/239.1.1.22:8022
CCTV-15音乐,http://www.lanyue168.cn:61201/udp/239.1.1.22:8022
CCTV-15音乐,http://111.43.126.240:9003/hls/28/index.m3u8
CCTV-15音乐,sop://api/migu.php?id=608807408
CCTV-15音乐,http://218.104.239.114:9901/tsfile/live/0015_1.m3u8
CCTV-15音乐,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15音乐,http://218.89.240.144:59901/tsfile/live/0015_1.m3u8
CCTV-15音乐,http://61.156.228.12:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15音乐,http://fxgm.fxjf.work:19901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15音乐,http://221.2.148.205:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15音乐,vjms://23.237.115.18:8500:3502/live/cid=465
CCTV-15音乐,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16奥林匹克,http://110.180.148.5:8933/udp/239.1.1.122:8122
CCTV-16奥林匹克,http://89922050.xyz:61201/udp/239.1.1.13:8122
CCTV-16奥林匹克,http://lanyue168.cn:61201/udp/239.1.1.122:8122
CCTV-16奥林匹克,http://111.43.126.240:9003/hls/29/index.m3u8
CCTV-16奥林匹克,http://183.11.239.36:808/hls/169/index.m3u8
CCTV-16奥林匹克,http://111.43.126.240:9003/hls/86/index.m3u8
CCTV-16奥林匹克,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16奥林匹克,http://42.225.117.174:11199/tsfile/live/0015_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16奥林匹克,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8
CCTV-17农业农村,http://110.180.148.5:8933/udp/239.1.1.23:8023
CCTV-17农业农村,http://89922050.xyz:61201/udp/239.1.1.23:8023
CCTV-17农业农村,http://lanyue168.cn:61201/udp/239.1.1.23:8023
CCTV-17农业农村,http://www.lanyue168.cn:61201/udp/239.1.1.23:8023
CCTV-17农业农村,http://218.104.239.114:9901/tsfile/live/0019_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17农业农村,http://113.57.111.4:1111/tsfile/live/1014_1.m3u8
CCTV-17农业农村,http://221.2.148.205:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17农业农村,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17农业农村,http://218.89.240.144:59901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17农业农村,http://58.19.43.46:9901/tsfile/live/1047_1.m3u8
CCTV-17农业农村,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-中国教育1,http://110.180.148.5:8933/udp/239.1.1.65:8065
CETV-中国教育1,https://piccpndali.v.myalicdn.com/audio/cetv1_2.m3u8
CETV-中国教育1,http://120.198.95.220:9901/tsfile/live/1039_1.m3u8?key=txiptv
CETV-中国教育1,http://www.lanyue168.cn:61201/udp/239.1.1.65:8065
CETV-中国教育1,rtsp://115.153.233.154/PLTV/88888888/224/3221226858/63768493.smil
CETV-中国教育1,rtsp://115.153.212.72/PLTV/88888888/224/3221226858/63768493.smil
CETV-中国教育1,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226858/63768493.smil
CETV-中国教育1,rtsp://115.153.254.81/PLTV/88888888/224/3221226858/63768493.smil
CETV-中国教育1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv1&videoTVChannel=cetv1&P2PChannelID=pd://cctv_p2p_hdcetv1&tai=cetv1&VideoName=cetv1&channelID=cetv1
CETV-中国教育2,http://110.180.148.5:8933/udp/239.1.1.66:8066
CETV-中国教育2,http://89922050.xyz:61201/udp/239.1.1.66:8066
CETV-中国教育2,https://piccpndali.v.myalicdn.com/audio/cetv2_2.m3u8
CETV-中国教育2,http://dxf.us.kg:61201/udp/239.1.1.66:8066
CETV-中国教育2,rtsp://115.153.233.154/PLTV/88888888/224/3221226978/85722625.smil
CETV-中国教育2,rtsp://115.153.212.72/PLTV/88888888/224/3221226978/85722625.smil
CETV-中国教育2,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv2&videoTVChannel=cetv2&P2PChannelID=pd://cctv_p2p_hdcetv2&tai=cetv2&VideoName=cetv2&channelID=cetv2
CETV-中国教育2,rtsp://115.153.254.81/PLTV/88888888/224/3221226978/85722625.smil
CETV-中国教育2,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226978/85722625.smil
CETV-中国教育4,http://89922050.xyz:61201/udp/239.1.1.67:8067
CETV-中国教育4,http://110.180.148.5:8933/udp/239.1.1.67:8067
CETV-中国教育4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CETV-中国教育4,https://piccpndali.v.myalicdn.com/audio/cetv4_2.m3u8
CETV-中国教育4,http://lanyue168.cn:61201/udp/239.1.1.67:8067
CETV-中国教育4,rtsp://60.13.39.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV-中国教育4,http://www.lanyue168.cn:61201/udp/239.1.1.67:8067
CETV-中国教育4,rtsp://116.176.26.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV-中国教育4,rtsp://60.13.23.179/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV-中国教育4,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv4&videoTVChannel=cetv4&P2PChannelID=pd://cctv_p2p_hdcetv4&tai=cetv4&VideoName=cetv4&channelID=cetv4
CETV-中国教育4,rtsp://180.95.143.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV-中国教育4,rtsp://115.85.232.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV-中国教育4,rtsp://116.176.26.18/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV-中国教育4,rtsp://221.7.61.147/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CCTV-第一剧场,http://110.180.148.5:8933/udp/239.1.1.94:8094
CCTV-第一剧场,http://89922050.xyz:61201/udp/239.1.1.94:8094
CCTV-第一剧场,http://dxf.us.kg:61201/udp/239.1.1.94:8094
CCTV-风云剧场,http://110.180.148.5:8933/udp/239.1.1.93:8093
CCTV-风云剧场,http://89922050.xyz:61201/udp/239.1.1.93:8093
CCTV-游戏风云,http://89922050.xyz:61201/udp/239.1.1.83:8083
CCTV-游戏风云,http://110.180.148.5:8933/udp/239.1.1.83:8083
CCTV-游戏风云,http://www.lanyue168.cn:61201/udp/239.1.1.83:8083
CCTV-游戏风云,http://lanyue168.cn:61201/udp/239.1.1.83:8083
CCTV-风云足球,http://110.180.148.5:8933/udp/239.1.1.101:8101
CCTV-风云足球,http://www.lanyue168.cn:61201/udp/239.1.1.101:8101
CCTV-发现之旅,http://110.180.148.5:8933/udp/239.1.1.103:8103
CCTV-发现之旅,http://dxf.us.kg:61201/udp/239.1.1.103:8103
CCTV-老故事,http://110.180.148.5:8933/udp/239.1.1.87:8087
CCTV-中学生,http://110.180.148.5:8933/udp/239.1.1.104:8104
CCTV-世界地理,http://110.180.148.5:8933/udp/239.1.1.99:8099
CCTV-兵器科技,http://110.180.148.5:8933/udp/239.1.1.97:8097
CCTV-书画频道,http://110.180.148.5:8933/udp/239.1.1.88:8088
CCTV-央视台球,http://110.180.148.5:8933/udp/239.1.1.100:8100
CCTV-电视指南,http://110.180.148.5:8933/udp/239.1.1.90:8090
CCTV-文化精品,http://110.180.148.5:8933/udp/239.1.1.91:8091
CCTV-高尔夫网球,http://110.180.148.5:8933/udp/239.1.1.102:8102
CCTV-中国天气,http://110.180.148.5:8933/udp/239.1.1.107:8107
CCTV怀旧剧场高请,http://110.180.148.5:8933/udp/239.1.1.95:8095
CGTN-新闻,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN-新闻,https://english-liveali.cgtn.com/hls/yypdyyctzb/yypdyyctzbhd/playlist.m3u8
CGTN-新闻,https://english-liveali.cgtn.com/hls/yypdyyctzb/yypdyyctzbcd/playlist.m3u8
CGTN-新闻,https://english-liveali.cgtn.com/hls/yypdyyctzb/playlist.m3u8
CGTN-纪录,https://english-liveali.cgtn.com/hls/yypdjlctzb/playlist.m3u8
CGTN-纪录,https://english-liveali.cgtn.com/hls/yypdjlctzb/yypdjlctzbhd/playlist.m3u8
CGTN-纪录,https://english-liveali.cgtn.com/hls/yypdjlctzb/yypdjlctzbcd/playlist.m3u8
CGTN-纪录,https://0472.org/hls/cgtn.m3u8
CGTN-纪录,https://0472.org/hls/cgtnd.m3u8
CGTN-俄语,https://0472.org/hls/cgtne.m3u8
CGTN-法语,https://0472.org/hls/cgtnf.m3u8
CGTN-阿拉伯语,https://0472.org/hls/cgtna.m3u8
卫视频道,#genre#
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv
凤凰资讯,http://120.198.95.220:9901/tsfile/live/1037_1.m3u8?key=txiptv
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://108.181.20.197/livehttpplay?channel_id=30015
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
广东卫视,http://89922050.xyz:61201/udp/239.1.1.49:8049
广东卫视,http://110.180.148.5:8933/udp/239.1.1.49:8049
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://lanyue168.cn:61201/udp/239.1.1.49:8049
