🌙月光宝盒,#genre#
CCTV-6电影,http://60.174.40.117:85/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-7国防军事,http://60.174.40.117:85/tsfile/live/0007_1.m3u8?key=txiptv
CCTV-8电视剧,http://60.174.40.117:85/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-9纪录,http://60.174.40.117:85/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-10科教,http://60.174.40.117:85/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-11戏曲,http://60.174.40.117:85/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-12社会与法,http://60.174.40.117:85/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-13新闻,http://60.174.40.117:85/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-14少儿,http://60.174.40.117:85/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-15音乐,http://60.174.40.117:85/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-16监听,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV-17农业农村,http://zqh2333.top:2222/rtp/239.93.24.92:5140
CCTV-5+体育赛事,http://zqh2333.top:2222/rtp/239.93.24.36:8004
CCTV-1综合,http://221.226.4.10:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-2财经,http://221.226.4.10:85/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-3综艺,http://221.226.4.10:85/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-4中文国际,http://221.226.4.10:85/tsfile/live/0004_1.m3u8?key=txiptv
CCTV-5体育,http://221.226.4.10:85/tsfile/live/1000_1.m3u8?key=txiptv
CCTV-6电影,http://221.226.4.10:85/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-7国防军事,http://221.226.4.10:85/tsfile/live/0007_1.m3u8?key=txiptv
CCTV-8电视剧,http://221.226.4.10:85/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-9纪录,http://221.226.4.10:85/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-10科教,http://221.226.4.10:85/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-11戏曲,http://182.32.159.39:85/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-12社会与法,http://221.226.4.10:85/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-13新闻,http://221.226.4.10:85/tsfile/live/1001_1.m3u8?key=txiptv
CCTV-14少儿,http://221.226.4.10:85/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-15音乐,http://182.32.159.39:85/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-16监听,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?=txiptv
CCTV-5+体育赛事,http://221.226.4.10:85/tsfile/live/0005_1.m3u8?key=txiptv


卫视频道,#genre#
北京卫视,http://60.174.40.117:85/tsfile/live/1025_1.m3u8?key=txiptv
天津卫视,http://60.174.40.117:85/tsfile/live/1027_1.m3u8?key=txiptv
东方卫视,http://60.174.40.117:85/tsfile/live/1026_1.m3u8?key=txiptv
东南卫视,http://60.174.40.117:85/tsfile/live/0137_1.m3u8?key=txiptv
海南卫视,http://zqh2333.top:2222/rtp/239.93.24.80:5140
广东卫视,http://60.174.40.117:85/tsfile/live/1037_1.m3u8?key=txiptv
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
广西卫视,http://60.174.40.117:85/tsfile/live/0113_1.m3u8?key=txiptv
深圳卫视,http://60.174.40.117:85/tsfile/live/1038_1.m3u8?key=txiptv
江苏卫视,http://60.174.40.117:85/tsfile/live/1029_1.m3u8?key=txiptv
江西卫视,http://60.174.40.117:85/tsfile/live/0138_1.m3u8?key=txiptv
浙江卫视,http://60.174.40.117:85/tsfile/live/1031_1.m3u8?key=txiptv
湖南卫视,http://60.174.40.117:85/tsfile/live/1030_1.m3u8?key=txiptv
湖北卫视,http://60.174.40.117:85/tsfile/live/0132_1.m3u8?key=txiptv
安徽卫视,http://60.174.40.117:85/tsfile/live/1019_1.m3u8?key=txiptv
山东卫视,http://60.174.40.117:85/tsfile/live/1036_1.m3u8?key=txiptv
山西卫视,http://60.174.40.117:85/tsfile/live/0118_1.m3u8?key=txiptv
教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
河南卫视,http://60.174.40.117:85/tsfile/live/1034_1.m3u8?key=txiptv
河北卫视,http://60.174.40.117:85/tsfile/live/1035_1.m3u8?key=txiptv
厦门卫视,http://60.174.40.117:85/tsfile/live/0129_1.m3u8?key=txiptv
龙江卫视,http://60.174.40.117:85/tsfile/live/1032_1.m3u8?key=txiptv
吉林卫视,http://60.174.40.117:85/tsfile/live/0116_1.m3u8?key=txiptv
辽宁卫视,http://60.174.40.117:85/tsfile/live/1033_1.m3u8?key=txiptv
云南卫视,http://60.174.40.117:85/tsfile/live/0119_1.m3u8?key=txiptv
贵州卫视,http://60.174.40.117:85/tsfile/live/0120_1.m3u8?key=txiptv
四川卫视,http://60.174.40.117:85/tsfile/live/0123_1.m3u8?key=txiptv
重庆卫视,http://60.174.40.117:85/tsfile/live/1028_1.m3u8?key=txiptv
陕西卫视,http://219.146.95.58:59902/tsfile/live/0136_1.m3u8
甘肃卫视,http://60.174.40.117:85/tsfile/live/0141_1.m3u8?key=txiptv
宁夏卫视,http://zqh2333.top:2222/rtp/239.93.24.247:5140
青海卫视,http://zqh2333.top:2222/rtp/239.93.24.192:5140
内蒙卫视,http://219.146.95.58:59902/tsfile/live/0109_1.m3u8
西藏卫视,http://219.146.95.58:59902/tsfile/live/0111_1.m3u8
新疆卫视,http://219.146.95.58:59902/tsfile/live/0110_1.m3u8
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
三沙卫视,http://pullsstv90080111.ssws.tv/live/SSTV20230221.m3u8
北京卫视,http://221.226.4.10:85/tsfile/live/1012_1.m3u8?key=txiptv
天津卫视,http://221.226.4.10:85/tsfile/live/1014_1.m3u8?key=txiptv
东方卫视,http://221.226.4.10:85/tsfile/live/1013_1.m3u8?key=txiptv
东南卫视,http://221.226.4.10:85/tsfile/live/0137_1.m3u8?key=txiptv
海南卫视,http://221.226.4.10:85/tsfile/live/1025_1.m3u8?key=txiptv
广东卫视,http://221.226.4.10:85/tsfile/live/1022_1.m3u8?key=txiptv
广西卫视,http://221.226.4.10:85/tsfile/live/1024_1.m3u8?key=txiptv
深圳卫视,http://221.226.4.10:85/tsfile/live/1023_1.m3u8?key=txiptv
江苏卫视,http://221.226.4.10:85/tsfile/live/1006_1.m3u8?key=txiptv
江西卫视,http://219.146.95.58:59902/tsfile/live/0138_1.m3u8?txiptv
浙江卫视,http://221.226.4.10:85/tsfile/live/1018_1.m3u8?key=txiptv
湖南卫视,http://221.226.4.10:85/tsfile/live/1016_1.m3u8?key=txiptv
湖北卫视,http://221.226.4.10:85/tsfile/live/1017_1.m3u8?key=txiptv
安徽卫视,http://221.226.4.10:85/tsfile/live/0130_1.m3u8?key=txiptv
山东卫视,http://221.226.4.10:85/tsfile/live/1021_1.m3u8?key=txiptv
山西卫视,http://221.226.4.10:85/tsfile/live/0118_1.m3u8?key=txiptv
教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
河南卫视,http://221.226.4.10:85/tsfile/live/0139_1.m3u8?key=txiptv
河北卫视,http://zqh2333.top:2222/rtp/239.93.24.132:5140?key=txiptv
厦门卫视,http://219.146.95.58:59902/tsfile/live/0129_1.m3u8?txiptv
龙江卫视,http://221.226.4.10:85/tsfile/live/1019_1.m3u8?key=txiptv
吉林卫视,http://221.226.4.10:85/tsfile/live/0116_1.m3u8?key=txiptv
辽宁卫视,http://221.226.4.10:85/tsfile/live/1020_1.m3u8?key=txiptv
云南卫视,http://zqh2333.top:2222/rtp/239.93.25.174:5140?key=txiptv
贵州卫视,http://221.226.4.10:85/tsfile/live/0120_1.m3u8?key=txiptv
四川卫视,http://221.226.4.10:85/tsfile/live/0123_1.m3u8?key=txiptv
重庆卫视,http://221.226.4.10:85/tsfile/live/1015_1.m3u8?key=txiptv
陕西卫视,http://219.146.95.58:59902/tsfile/live/0136_1.m3u8?txiptv
甘肃卫视,http://218.1.217.21:9901/tsfile/live/0113_1.m3u8?y=txiptv
宁夏卫视,http://zqh2333.top:2222/rtp/239.93.24.247:5140?key=txiptv
青海卫视,http://221.226.4.10:85/tsfile/live/0140_1.m3u8?key=txiptv
内蒙卫视,http://219.146.95.58:59902/tsfile/live/0109_1.m3u8?txiptv
西藏卫视,http://219.146.95.58:59902/tsfile/live/0111_1.m3u8?txiptv
新疆卫视,http://219.146.95.58:59902/tsfile/live/0110_1.m3u8?txiptv
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8?mkey=txiptv
三沙卫视,http://pullsstv90080111.ssws.tv/live/SSTV20230221.m3u8?tv
肥羊央视频道,#genre#
CCTV-1 综合,http://121.237.204.65:35455/mgtv/608807420.m3u8
CCTV-2 财经,http://121.237.204.65:35455/mgtv/631780532.m3u8
CCTV-3 综艺,http://121.237.204.65:35455/mgtv/624878271.m3u8
CCTV-4 中文国际,http://121.237.204.65:35455/mgtv/631780421.m3u8
CCTV-5 体育,http://121.237.204.65:35455/mgtv/641886683.m3u8
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
CCTV-5+ 体育赛事,http://121.237.204.65:35455/mgtv/641886773.m3u8
CCTV-6 电影,http://121.237.204.65:35455/mgtv/624878396.m3u8
CCTV-7 国防军事,http://121.237.204.65:35455/mgtv/673168121.m3u8
CCTV-8 电视剧,http://121.237.204.65:35455/mgtv/624878356.m3u8
CCTV-9 纪录,http://121.237.204.65:35455/mgtv/673168140.m3u8
CCTV-10 科教,http://121.237.204.65:35455/mgtv/624878405.m3u8
CCTV-11 戏曲,http://121.237.204.65:35455/mgtv/667987558.m3u8
CCTV-12 社会与法,http://121.237.204.65:35455/mgtv/673168185.m3u8
CCTV-13 新闻,http://121.237.204.65:35455/mgtv/608807423.m3u8
CCTV-14 少儿,http://121.237.204.65:35455/mgtv/624878440.m3u8
CCTV-15 音乐,http://121.237.204.65:35455/mgtv/673168223.m3u8
CCTV-16 奥林匹克,http://121.237.204.65:35455/nptv/cctv16.m3u8
CCTV-17 农业农村,http://121.237.204.65:35455/mgtv/673168256.m3u8
CCTV-4 中文国际 欧洲,http://121.237.204.65:35455/mgtv/608807419.m3u8
CCTV-4 中文国际 美洲,http://121.237.204.65:35455/mgtv/608807416.m3u8
CCTV-第一剧场,http://121.237.204.65:35455/nptv/dyjc.m3u8
CCTV-风云剧场,http://121.237.204.65:35455/nptv/fyjc.m3u8
CCTV-怀旧剧场,http://121.237.204.65:35455/nptv/hjjc.m3u8
肥羊卫视频道,#genre#
湖南卫视,http://121.237.204.65:35455/nptv/hunan.m3u8
浙江卫视,http://121.237.204.65:35455/nptv/zhejiang.m3u8
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
江苏卫视,http://121.237.204.65:35455/mgtv/623899368.m3u8
江苏卫视,http://121.237.204.65:35455/nptv/jiangsu.m3u8
东方卫视,http://121.237.204.65:35455/nptv/dongfang.m3u8
东方卫视,http://121.237.204.65:35455/mgtv/651632648.m3u8
北京卫视,http://121.237.204.65:35455/nptv/beijing.m3u8
广东卫视,http://121.237.204.65:35455/nptv/guangdong.m3u8
广东卫视,http://121.237.204.65:35455/mgtv/608831231.m3u8
深圳卫视,http://121.237.204.65:35455/nptv/shenzheng.m3u8
东南卫视,http://121.237.204.65:35455/nptv/dongnan.m3u8
东南卫视,http://121.237.204.65:35455/mgtv/849116810.m3u8
山东卫视,http://121.237.204.65:35455/nptv/shandong.m3u8
安徽卫视,http://121.237.204.65:35455/nptv/anhui.m3u8
天津卫视,http://121.237.204.65:35455/nptv/tianjing.m3u8
湖北卫视,http://121.237.204.65:35455/mgtv/947472496.m3u8
湖北卫视,http://121.237.204.65:35455/nptv/hubei.m3u8
辽宁卫视,http://121.237.204.65:35455/nptv/liaoning.m3u8
江西卫视,http://121.237.204.65:35455/mgtv/783847495.m3u8
江西卫视,http://121.237.204.65:35455/nptv/jiangxi.m3u8
河北卫视,http://121.237.204.65:35455/nptv/hebei.m3u8
黑龙江卫视,http://121.237.204.65:35455/nptv/heilongjiang.m3u8
重庆卫视,http://121.237.204.65:35455/nptv/chongqing.m3u8
贵州卫视,http://121.237.204.65:35455/nptv/guizhou.m3u8
吉林卫视,http://121.237.204.65:35455/nptv/jiling.m3u8
吉林卫视,http://121.237.204.65:35455/mgtv/947472500.m3u8
四川卫视,http://121.237.204.65:35455/nptv/sichuan.m3u8
海南卫视,http://121.237.204.65:35455/nptv/hainan.m3u8
海南卫视,http://121.237.204.65:35455/mgtv/947472502.m3u8
河南卫视,http://121.237.204.65:35455/nptv/henan.m3u8
河南卫视,http://121.237.204.65:35455/mgtv/790187291.m3u8
广西卫视,http://121.237.204.65:35455/nptv/guangxi.m3u8
山西卫视,http://121.237.204.65:35455/nptv/shanxi.m3u8
云南卫视,http://121.237.204.65:35455/nptv/yunnan.m3u8
陕西卫视,http://121.237.204.65:35455/mgtv/738910838.m3u8
陕西卫视,http://121.237.204.65:35455/nptv/shanxiws.m3u8
内蒙古卫视,http://121.237.204.65:35455/nptv/neimenggu.m3u8
甘肃卫视,http://121.237.204.65:35455/nptv/gansu.m3u8
宁夏卫视,http://121.237.204.65:35455/nptv/ningxia.m3u8
青海卫视,http://121.237.204.65:35455/nptv/qinghai.m3u8
青海卫视,http://121.237.204.65:35455/mgtv/947472506.m3u8
新疆卫视,http://121.237.204.65:35455/nptv/xinjiang.m3u8
西藏卫视,http://121.237.204.65:35455/nptv/xizang.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
海峡卫视,http://121.237.204.65:35455/mgtv/849119120.m3u8
大湾区卫视,http://121.237.204.65:35455/mgtv/608917627.m3u8
肥羊数字频道,#genre#
CHC家庭影院,http://121.237.204.65:35455/mgtv/644368373.m3u8
CHC动作电影,http://121.237.204.65:35455/mgtv/644368714.m3u8
CHC影迷电影,http://121.237.204.65:35455/mgtv/952383261.m3u8
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
东方影视,http://121.237.204.65:35455/mgtv/617290047.m3u8
新片放映厅,http://121.237.204.65:35455/mgtv/619495952.m3u8
高清大片,http://121.237.204.65:35455/mgtv/629943678.m3u8
南方影视,http://121.237.204.65:35455/mgtv/614961829.m3u8
红色轮播台,http://121.237.204.65:35455/mgtv/713600957.m3u8
和美乡途轮播台,http://121.237.204.65:35455/mgtv/713591450.m3u8
掼蛋精英赛,http://121.237.204.65:35455/mgtv/631354620.m3u8
赛事最经典,http://121.237.204.65:35455/mgtv/646596895.m3u8
华语乐坛最强音,http://121.237.204.65:35455/mgtv/707671890.m3u8
周杰伦现场,http://121.237.204.65:35455/mgtv/625133682.m3u8
最强综艺趴,http://121.237.204.65:35455/mgtv/629942228.m3u8
嘉佳卡通,http://121.237.204.65:35455/mgtv/614952364.m3u8
经典动画大集合,http://121.237.204.65:35455/mgtv/629942219.m3u8
优漫卡通频道,http://121.237.204.65:35455/mgtv/626064703.m3u8
开封鼓楼,http://121.237.204.65:35455/mgtv/681448619.m3u8
钱塘江,http://121.237.204.65:35455/mgtv/647370520.m3u8
老故事,http://121.237.204.65:35455/mgtv/884121956.m3u8
发现之旅,http://121.237.204.65:35455/mgtv/624878970.m3u8
中学生,http://121.237.204.65:35455/mgtv/708869532.m3u8
深度对话,http://121.237.204.65:35455/mgtv/625703337.m3u8
新动力量创一流,http://121.237.204.65:35455/mgtv/713589837.m3u8
中国航天“逆袭”之路,http://121.237.204.65:35455/mgtv/617432318.m3u8
《长安的荔枝》主演作品集,http://121.237.204.65:35455/mgtv/625133682.m3u8
体坛名栏汇,http://121.237.204.65:35455/mgtv/629943305.m3u8
咪咕24小时体育台,http://121.237.204.65:35455/mgtv/654102378.m3u8
上海新闻综合,http://121.237.204.65:35455/mgtv/651632657.m3u8
上海第一财经,http://121.237.204.65:35455/mgtv/608780988.m3u8
南京新闻综合频道,http://121.237.204.65:35455/mgtv/838109047.m3u8
南京教科频道,http://121.237.204.65:35455/mgtv/838153729.m3u8
南京十八频道,http://121.237.204.65:35455/mgtv/838151753.m3u8
体育休闲频道,http://121.237.204.65:35455/mgtv/626064707.m3u8
江苏国际,http://121.237.204.65:35455/mgtv/626064674.m3u8
江苏教育,http://121.237.204.65:35455/mgtv/628008321.m3u8
江苏影视频道,http://121.237.204.65:35455/mgtv/626064697.m3u8
江苏综艺频道,http://121.237.204.65:35455/mgtv/626065193.m3u8
公共新闻频道,http://121.237.204.65:35455/mgtv/626064693.m3u8
盐城新闻综合,http://121.237.204.65:35455/mgtv/639731825.m3u8
淮安新闻综合,http://121.237.204.65:35455/mgtv/639731826.m3u8
泰州新闻综合,http://121.237.204.65:35455/mgtv/639731818.m3u8
连云港新闻综合,http://121.237.204.65:35455/mgtv/639731715.m3u8
宿迁新闻综合,http://121.237.204.65:35455/mgtv/639731832.m3u8
徐州新闻综合,http://121.237.204.65:35455/mgtv/639731747.m3u8
CETV-1,http://121.237.204.65:35455/nptv/cetv1.m3u8
CETV-1,http://121.237.204.65:35455/mgtv/923287154.m3u8
CETV-2,http://121.237.204.65:35455/mgtv/923287211.m3u8
CETV-4,http://121.237.204.65:35455/mgtv/923287339.m3u8
CGTN英语,https://0472.org/hls/cgtn.m3u8
CGTN记录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CGTN英语,http://121.237.204.65:35455/nptv/cgtn.m3u8
CGTN记录,http://121.237.204.65:35455/nptv/cgtndoc.m3u8
CGTN俄语,http://121.237.204.65:35455/nptv/cgtnru.m3u8
CGTN法语,http://121.237.204.65:35455/nptv/cgtnfr.m3u8
CGTN西语,http://121.237.204.65:35455/nptv/cgtnsp.m3u8
CGTN阿语,http://121.237.204.65:35455/nptv/cgtnar.m3u8
熊猫频道1,http://121.237.204.65:35455/mgtv/608933610.m3u8
熊猫频道2,http://121.237.204.65:35455/mgtv/608933640.m3u8
熊猫频道3,http://121.237.204.65:35455/mgtv/608934619.m3u8
熊猫频道4,http://121.237.204.65:35455/mgtv/608934721.m3u8
熊猫频道5,http://121.237.204.65:35455/mgtv/608935104.m3u8
熊猫频道6,http://121.237.204.65:35455/mgtv/608935797.m3u8
熊猫频道7,http://121.237.204.65:35455/mgtv/609169286.m3u8
熊猫频道8,http://121.237.204.65:35455/mgtv/609169287.m3u8
熊猫频道9,http://121.237.204.65:35455/mgtv/609169226.m3u8
熊猫频道10,http://121.237.204.65:35455/mgtv/609169285.m3u8
肥羊超清频道,#genre#
咪咕4K-1,http://121.237.204.65:35455/itv/3000000010000005180.m3u8
咪咕4K-2,http://121.237.204.65:35455/itv/3000000010000015686.m3u8
CCTV4K,http://121.237.204.65:35455/nptv/cctv4k.m3u8
CCTV8K,http://121.237.204.65:35455/nptv/cctv8k.m3u8
Love Nature 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Love Nature 4K,http://143.244.60.30/LOVE_NATURE/index.m3u8
Loupe 4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
Fashion 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8
肥羊咪视通,#genre#
咪视通-1,http://121.237.204.65:35455/itv/3000000001000005308.m3u8
咪视通-2,http://121.237.204.65:35455/itv/3000000001000005969.m3u8
咪视通-3,http://121.237.204.65:35455/itv/3000000001000007218.m3u8
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
咪视通-4,http://121.237.204.65:35455/itv/3000000001000008001.m3u8
咪视通-5,http://121.237.204.65:35455/itv/3000000001000008176.m3u8
咪视通-6,http://121.237.204.65:35455/itv/3000000001000008379.m3u8
咪视通-7,http://121.237.204.65:35455/itv/3000000001000010129.m3u8
咪视通-8,http://121.237.204.65:35455/itv/3000000001000010948.m3u8
咪视通-9,http://121.237.204.65:35455/itv/3000000001000028638.m3u8
咪视通-10,http://121.237.204.65:35455/itv/3000000001000031494.m3u8
咪视通-11,http://121.237.204.65:35455/itv/3000000010000005837.m3u8
咪视通-12,http://121.237.204.65:35455/itv/3000000020000011518.m3u8
咪视通-13,http://121.237.204.65:35455/itv/3000000020000011519.m3u8
咪视通-14,http://121.237.204.65:35455/itv/3000000020000011520.m3u8
咪视通-15,http://121.237.204.65:35455/itv/3000000020000011521.m3u8
咪视通-16,http://121.237.204.65:35455/itv/3000000020000011522.m3u8
咪视通-17,http://121.237.204.65:35455/itv/3000000020000011523.m3u8
咪视通-18,http://121.237.204.65:35455/itv/3000000020000011524.m3u8
咪视通-19,http://121.237.204.65:35455/itv/3000000020000011525.m3u8
咪视通-20,http://121.237.204.65:35455/itv/3000000020000011528.m3u8
咪视通-21,http://121.237.204.65:35455/itv/3000000020000011529.m3u8
咪视通-22,http://121.237.204.65:35455/itv/3000000020000011530.m3u8
咪视通-23,http://121.237.204.65:35455/itv/3000000020000011531.m3u8
咪视通-24,http://121.237.204.65:35455/itv/3000000010000000097.m3u8
咪视通-25,http://121.237.204.65:35455/itv/3000000010000002019.m3u8
咪视通-26,http://121.237.204.65:35455/itv/3000000010000002809.m3u8
咪视通-27,http://121.237.204.65:35455/itv/3000000010000003915.m3u8
咪视通-28,http://121.237.204.65:35455/itv/3000000010000004193.m3u8
咪视通-29,http://121.237.204.65:35455/itv/3000000010000006077.m3u8
咪视通-30,http://121.237.204.65:35455/itv/3000000010000006658.m3u8
咪视通-31,http://121.237.204.65:35455/itv/3000000010000009788.m3u8
咪视通-32,http://121.237.204.65:35455/itv/3000000010000010833.m3u8
咪视通-33,http://121.237.204.65:35455/itv/3000000010000011297.m3u8
咪视通-34,http://121.237.204.65:35455/itv/3000000010000011518.m3u8
咪视通-35,http://121.237.204.65:35455/itv/3000000010000012558.m3u8
咪视通-36,http://121.237.204.65:35455/itv/3000000010000012616.m3u8
咪视通-37,http://121.237.204.65:35455/itv/3000000010000015470.m3u8
咪视通-38,http://121.237.204.65:35455/itv/3000000010000015560.m3u8
咪视通-39,http://121.237.204.65:35455/itv/3000000010000017678.m3u8
咪视通-40,http://121.237.204.65:35455/itv/3000000010000019839.m3u8
咪视通-41,http://121.237.204.65:35455/itv/3000000010000021904.m3u8
咪视通-42,http://121.237.204.65:35455/itv/3000000010000023434.m3u8
咪视通-43,http://121.237.204.65:35455/itv/3000000010000025380.m3u8
咪视通-44,http://121.237.204.65:35455/itv/3000000010000027691.m3u8
咪视通-45,http://121.237.204.65:35455/itv/3000000010000031669.m3u8

BST测试,#genre#
欢笑剧场4K,http://69.165.67.56/yangjuan.php?id=hxjc4k@15000000
cctv4k,http://69.165.67.56/yangjuan.php?id=cctv4k@15000000
cctv164k,http://69.165.67.56/yangjuan.php?id=cctv16hd4k@15000000
CCTV1,http://69.165.67.56/yangjuan.php?id=cctv1hd@4000000
CCTV2,http://69.165.67.56/yangjuan.php?id=cctv2hd8m@8000000
CCTV3,http://69.165.67.56/yangjuan.php?id=cctv3hd@4000000
CCTV4,http://69.165.67.56/yangjuan.php?id=cctv4hd4m@4000000
CCTV5,http://69.165.67.56/yangjuan.php?id=cctv5hd@4000000
CCTV6,http://69.165.67.56/yangjuan.php?id=cctv6hd@4000000
CCTV7,http://69.165.67.56/yangjuan.php?id=cctv7hd4m@4000000
CCTV8,http://69.165.67.56/yangjuan.php?id=cctv8hd@4000000
CCTV9,http://69.165.67.56/yangjuan.php?id=cctv9hd4mc@4000000
CCTV10,http://69.165.67.56/yangjuan.php?id=cctv10hd@4000000
CCTV11,http://69.165.67.56/yangjuan.php?id=cctv11hd4m@4000000
CCTV12,http://69.165.67.56/yangjuan.php?id=cctv12hd4m@4000000
BTV新闻,http://69.165.67.56/yangjuan.php?id=cctv13hd4m@4000000
IPTV少儿动画,http://69.165.67.56/yangjuan.php?id=cctvsehd@4000000
动感音乐,http://69.165.67.56/yangjuan.php?id=cctvyyhd4m@4000000
CCTV16,http://69.165.67.56/yangjuan.php?id=cctv16hd4m@4000000
CCTV17,http://69.165.67.56/yangjuan.php?id=cctv17hd4m@4000000
CCTV5+,http://69.165.67.56/yangjuan.php?id=cctv5phd@4000000
CCTV3,http://69.165.67.56/yangjuan.php?id=cctv3hdhai@4000000
CCTV5,http://69.165.67.56/yangjuan.php?id=cctv5hdhai@4000000
CCTV6,http://69.165.67.56/yangjuan.php?id=cctv6@1300000
CCTV8,http://69.165.67.56/yangjuan.php?id=cctv8@1300000
CGTN,http://69.165.67.56/yangjuan.php?id=cctvnews@2500000
东方卫视,http://69.165.67.56/yangjuan.php?id=hddfws@4000000
河北卫视,http://69.165.67.56/yangjuan.php?id=hbwshd4m@4000000
浙江卫视,http://69.165.67.56/yangjuan.php?id=zjwshd@4000000
北京卫视,http://69.165.67.56/yangjuan.php?id=bjwshd@4000000
江苏卫视,http://69.165.67.56/yangjuan.php?id=jswshd@4000000
天津卫视,http://69.165.67.56/yangjuan.php?id=tjwshd@4000000
湖南卫视,http://69.165.67.56/yangjuan.php?id=hnwshd@4000000
山东卫视,http://69.165.67.56/yangjuan.php?id=sdwshd@4000000
东南卫视,http://69.165.67.56/yangjuan.php?id=dnwshd@4000000
安徽卫视,http://69.165.67.56/yangjuan.php?id=ahwshd@4000000
湖北卫视,http://69.165.67.56/yangjuan.php?id=hbwshd@4000000
甘肃卫视,http://69.165.67.56/yangjuan.php?id=gswshd4m@4000000
广东卫视,http://69.165.67.56/yangjuan.php?id=gdwshd@4000000
广西卫视,http://69.165.67.56/yangjuan.php?id=gxwshd4m@4000000
贵州卫视,http://69.165.67.56/yangjuan.php?id=gzwshd4m@4000000
重庆卫视,http://69.165.67.56/yangjuan.php?id=cqwshd4m@4000000
河南卫视,http://69.165.67.56/yangjuan.php?id=henwshd4m@4000000
黑龙江卫视,http://69.165.67.56/yangjuan.php?id=hljwshd@4000000
海南卫视,http://69.165.67.56/yangjuan.php?id=hainwshd4m@4000000
吉林卫视,http://69.165.67.56/yangjuan.php?id=jlwshd4m@4000000
江西卫视,http://69.165.67.56/yangjuan.php?id=jxwshd@4000000
辽宁卫视,http://69.165.67.56/yangjuan.php?id=lnwshd@4000000
深圳卫视,http://69.165.67.56/yangjuan.php?id=szwshd@4000000
云南卫视,http://69.165.67.56/yangjuan.php?id=ynwshd4m@4000000
四川卫视,http://69.165.67.56/yangjuan.php?id=scwshd4m@4000000
山西卫视,http://69.165.67.56/yangjuan.php?id=shanxiws@1300000
陕西卫视,http://69.165.67.56/yangjuan.php?id=sxws@1300000
新疆卫视,http://69.165.67.56/yangjuan.php?id=xjws@1300000
安多卫视,http://69.165.67.56/yangjuan.php?id=adws2d5m@2500000
西藏卫视,http://69.165.67.56/yangjuan.php?id=xzws@2500000
兵团卫视,http://69.165.67.56/yangjuan.php?id=btws@1300000
内蒙古卫视,http://69.165.67.56/yangjuan.php?id=nmgws@1300000
宁夏卫视,http://69.165.67.56/yangjuan.php?id=nxws@1300000
青海卫视,http://69.165.67.56/yangjuan.php?id=qhws@1300000
三沙卫视,http://69.165.67.56/yangjuan.php?id=ssws2d5m@2500000
中国教育1台,http://69.165.67.56/yangjuan.php?id=zgjy1ott@4000000
中国教育2台,http://69.165.67.56/yangjuan.php?id=cetv2@2500000
中国教育4台,http://69.165.67.56/yangjuan.php?id=cetv4@1300000
哈哈炫动,http://69.165.67.56/yangjuan.php?id=hhxdhd@4000000
